WORD|必如|zh-CN	Word	诸葛亮，你不必如此频繁地提醒我。	"Zhuge Liang, you don't have to remind me so often."	必如	必如	Verb		"as if, as though, must be like"	Chat	zh-CN	en	bì&#8239;rú	zhū&#8239;gě liàng ， nǐ bù bì&#8239;rú cǐ pín&#8239;fán dì tí&#8239;xǐng wǒ 。	2			2026-03-09 07:37	"通过校际交流，张骞促成了往来。
诸葛亮，你不必如此频繁地提醒我。
王羲之的这幅书法很有美感。"	"Through inter-school exchanges, Zhang Qian facilitated communication.
Zhuge Liang, you don't have to remind me so often.
Wang Xizhi's calligraphy has a great aesthetic appeal."	
WORD|u盘|zh-CN	Word	孔子倡导使用U盘。	Confucius advocated for the use of USB drives.	U盘	U盘	Noun		"flash drive, USB flash drive, thumb drive"	Chat	zh-CN	en	U&#8239;pán	kǒng&#8239;zi chàng&#8239;dǎo shǐ&#8239;yòng U&#8239;pán 。	0			2026-03-09 07:37	"
孔子倡导使用U盘。
通过校际交流，张骞促成了往来。"	"
Confucius advocated for the use of USB drives.
Through inter-school exchanges, Zhang Qian facilitated communication."	
WORD|单独遇|zh-CN	Word	他们威胁我，如果单独遇到我就要揍我。	"They threatened me that if they encountered me alone, they would beat me up."	单独遇	单独遇	Verb		"meet alone, encounter alone, have a private meeting"	Chat	zh-CN	en	dān&#8239;dú&#8239;yù	tā&#8239;men wēi&#8239;xié wǒ ， rú&#8239;guǒ dān&#8239;dú&#8239;yù dào wǒ jiù yào zòu wǒ 。	14			2026-03-08 05:15	"我会把你的两条胳膊都打断。
他们威胁我，如果单独遇到我就要揍我。
哇，那可真是一堆事情！"	"I will break both of your arms.
They threatened me that if they encountered me alone, they would beat me up.
Wow, that's quite a lot of things!"	
WORD|揍|zh-CN	Word	他们威胁我，如果单独遇到我就要揍我。	"They threatened me that if they encountered me alone, they would beat me up."	揍	揍	Noun		"beat, hit, flog"	Chat	zh-CN	en	zòu	tā&#8239;men wēi&#8239;xié wǒ ， rú&#8239;guǒ dān&#8239;dú&#8239;yù dào wǒ jiù yào zòu wǒ 。	14			2026-03-08 05:15	"我会把你的两条胳膊都打断。
他们威胁我，如果单独遇到我就要揍我。
哇，那可真是一堆事情！"	"I will break both of your arms.
They threatened me that if they encountered me alone, they would beat me up.
Wow, that's quite a lot of things!"	
WORD|膊|zh-CN	Word	我会把你的两条胳膊都打断。	I will break both of your arms.	膊	膊	Noun		"shoulder, upper arm, arm"	Chat	zh-CN	en	bó	wǒ huì bǎ nǐ de liǎng tiáo gē bó dōu dǎ&#8239;duàn 。	13			2026-03-08 05:14	"这就是我曾经的信念。
我会把你的两条胳膊都打断。
他们威胁我，如果单独遇到我就要揍我。"	"This was my former belief.
I will break both of your arms.
They threatened me that if they encountered me alone, they would beat me up."	
WORD|打断|zh-CN	Word	我会把你的两条胳膊都打断。	I will break both of your arms.	打断	打断	Verb		"interrupt, break, cut off"	Chat	zh-CN	en	dǎ&#8239;duàn	wǒ huì bǎ nǐ de liǎng tiáo gē bó dōu dǎ&#8239;duàn 。	13			2026-03-08 05:14	"这就是我曾经的信念。
我会把你的两条胳膊都打断。
他们威胁我，如果单独遇到我就要揍我。"	"This was my former belief.
I will break both of your arms.
They threatened me that if they encountered me alone, they would beat me up."	
WORD|胳|zh-CN	Word	我会把你的两条胳膊都打断。	I will break both of your arms.	胳	胳	Noun		"armpit, elbow"	Chat	zh-CN	en	gē	wǒ huì bǎ nǐ de liǎng tiáo gē bó dōu dǎ&#8239;duàn 。	13			2026-03-08 05:14	"这就是我曾经的信念。
我会把你的两条胳膊都打断。
他们威胁我，如果单独遇到我就要揍我。"	"This was my former belief.
I will break both of your arms.
They threatened me that if they encountered me alone, they would beat me up."	
WORD|信念|zh-CN	Word	我有一个信念，就是我必须参加所有活动，因为待在家里就是浪费时间。	I have a belief that I must participate in all activities because staying at home is a waste of time.	信念	信念	Noun		"belief, faith, conviction"	Chat	zh-CN	en	xìn&#8239;niàn	wǒ yǒu yī gè xìn&#8239;niàn ， jiù&#8239;shì wǒ bì&#8239;xū cān&#8239;jiā suǒ yǒu huó&#8239;dòng ， yīn&#8239;wèi dài&#8239;zài jiā&#8239;lǐ jiù&#8239;shì làng&#8239;fèi shí&#8239;jiān 。	5			2026-03-08 05:14	"我害怕错过什么。
我有一个信念，就是我必须参加所有活动，因为待在家里就是浪费时间。
这些机会不会再有了，否则就会是一个大错误。"	"I am afraid of missing out on something.
I have a belief that I must participate in all activities because staying at home is a waste of time.
These opportunities will not come again, otherwise it would be a big mistake."	
WORD|情上|zh-CN	Word	他们答应我，在关于David的事情上帮助我。	They promised me they would help me with the matter regarding David.	情上	情上	Noun		"In love, on the emotional level, in terms of emotions"	Chat	zh-CN	en	qíng&#8239;shàng	tā&#8239;men dā&#8239;yìng wǒ ， zài guān&#8239;yú David de shì qíng&#8239;shàng bāng&#8239;zhù wǒ 。	11			2026-03-08 05:13	"他也认识我班上的XY，一个我也很钦佩的人。
他们答应我，在关于David的事情上帮助我。
这就是我曾经的信念。"	"He also knows xy from my class, someone I admire a lot.
They promised me they would help me with the matter regarding David.
This was my former belief."	
WORD|很钦佩|zh-CN	Word	他也认识我班上的XY，一个我也很钦佩的人。	"He also knows xy from my class, someone I admire a lot."	很钦佩	很钦佩	Noun		"greatly admire, highly admire, admire"	Chat	zh-CN	en	hěn&#8239;qīn&#8239;pèi	tā yě rèn&#8239;shí wǒ bān shàng de XY ， yī gè wǒ yě hěn&#8239;qīn&#8239;pèi de rén 。	10			2026-03-08 05:13	"他们显得坚强、自信又酷。
他也认识我班上的XY，一个我也很钦佩的人。
他们答应我，在关于David的事情上帮助我。"	"They seem strong, confident, and cool.
He also knows xy from my class, someone I admire a lot.
They promised me they would help me with the matter regarding David."	
WORD|交到|zh-CN	Word	我在那里从来没有真正交到朋友。	I never really made friends there.	交到	交到	Verb		"deliver, hand over, make friends"	Chat	zh-CN	en	jiāo&#8239;dào	wǒ zài nà&#8239;lǐ cóng&#8239;lái méi&#8239;yǒu zhēn&#8239;zhèng jiāo&#8239;dào péng&#8239;yǒu 。	8			2026-03-08 05:12	"我从打篮球改成了踢足球。
我在那里从来没有真正交到朋友。
他们显得坚强、自信又酷。"	"I switched from playing basketball to playing soccer.
I never really made friends there.
They seem strong, confident, and cool."	
WORD|改成|zh-CN	Word	我从打篮球改成了踢足球。	I switched from playing basketball to playing soccer.	改成	改成	Verb		"change to, convert to, alter to"	Chat	zh-CN	en	gǎi&#8239;chéng	wǒ cóng dǎ lán&#8239;qiú gǎi&#8239;chéng le tī&#8239;zú qiú 。	7			2026-03-08 05:12	"这些机会不会再有了，否则就会是一个大错误。
我从打篮球改成了踢足球。
我在那里从来没有真正交到朋友。"	"These opportunities will not come again, otherwise it would be a big mistake.
I switched from playing basketball to playing soccer.
I never really made friends there."	
WORD|踢足|zh-CN	Word	我从打篮球改成了踢足球。	I switched from playing basketball to playing soccer.	踢足	踢足	Verb		"play soccer, kick, play football"	Chat	zh-CN	en	tī&#8239;zú	wǒ cóng dǎ lán&#8239;qiú gǎi&#8239;chéng le tī&#8239;zú qiú 。	7			2026-03-08 05:12	"这些机会不会再有了，否则就会是一个大错误。
我从打篮球改成了踢足球。
我在那里从来没有真正交到朋友。"	"These opportunities will not come again, otherwise it would be a big mistake.
I switched from playing basketball to playing soccer.
I never really made friends there."	
WORD|很棒|zh-CN	Word	与此同时，通过德国学术基金会等机构，我得到了很多机会，这些机会本身都很棒，但我不能全部参加。	"At the same time, through institutions like the German Academic Exchange Service, I have received many opportunities, all of which are great, but I can't attend them all."	很棒	很棒	Verb		"great, awesome, very good"	Chat	zh-CN	en	hěn&#8239;bàng	yǔ cǐ tóng&#8239;shí ， tōng&#8239;guò dé&#8239;guó xué&#8239;shù jī&#8239;jīn huì děng jī&#8239;gòu ， wǒ dé&#8239;dào le hěn&#8239;duō jī&#8239;huì ， zhè&#8239;xiē jī&#8239;huì běn&#8239;shēn dōu hěn&#8239;bàng ， dàn wǒ bù&#8239;néng quán&#8239;bù cān&#8239;jiā 。	1			2026-03-08 05:10	"我想看一部纪录片，不然我会感到恶心。
与此同时，通过德国学术基金会等机构，我得到了很多机会，这些机会本身都很棒，但我不能全部参加。
典型的可比较的过去情况"	"I want to watch a documentary, otherwise I will feel sick.
At the same time, through institutions like the German Academic Exchange Service, I have received many opportunities, all of which are great, but I can't attend them all.
Typical comparable past situations"	
WORD|资本|zh-CN	Word	一个老生常谈的问题是，大家都指责资本主义。	A common issue is that everyone blames capitalism.	资本	资本	Noun		"capital, capital stock, fund"	Chat	zh-CN	en	zī&#8239;běn	yī gè lǎo&#8239;shēng cháng&#8239;tán de wèn&#8239;tí shì ， dà&#8239;jiā dōu zhǐ&#8239;zé zī&#8239;běn zhǔ&#8239;yì 。	8			2026-03-07 04:00	"这种洗衣粉相当不健康。
一个老生常谈的问题是，大家都指责资本主义。
我的自尊心相当强。"	"This laundry detergent is quite unhealthy.
A common issue is that everyone blames capitalism.
My self-esteem is quite strong."	
WORD|指责|zh-CN	Word	一个老生常谈的问题是，大家都指责资本主义。	A common issue is that everyone blames capitalism.	指责	指责	Verb		"blame, accuse, criticize"	Chat	zh-CN	en	zhǐ&#8239;zé	yī gè lǎo&#8239;shēng cháng&#8239;tán de wèn&#8239;tí shì ， dà&#8239;jiā dōu zhǐ&#8239;zé zī&#8239;běn zhǔ&#8239;yì 。	8			2026-03-07 04:00	"这种洗衣粉相当不健康。
一个老生常谈的问题是，大家都指责资本主义。
我的自尊心相当强。"	"This laundry detergent is quite unhealthy.
A common issue is that everyone blames capitalism.
My self-esteem is quite strong."	
WORD|通风|zh-CN	Word	我戴了口罩，定期通风。	I wore a mask and ventilated regularly.	通风	通风	Adj		"ventilate, air, ventilation"	Chat	zh-CN	en	tōng&#8239;fēng	wǒ dài le&#8239;kǒu zhào ， dìng&#8239;qī tōng&#8239;fēng 。	13			2026-03-07 04:00	"我生警察的气。
我戴了口罩，定期通风。
但我总体上和她相处有问题。"	"I'm angry at the police.
I wore a mask and ventilated regularly.
But overall, I have issues getting along with her."	
WORD|定期|zh-CN	Word	我戴了口罩，定期通风。	I wore a mask and ventilated regularly.	定期	定期	Noun		"regularly, periodically, regular"	Chat	zh-CN	en	dìng&#8239;qī	wǒ dài le&#8239;kǒu zhào ， dìng&#8239;qī tōng&#8239;fēng 。	13			2026-03-07 04:00	"我生警察的气。
我戴了口罩，定期通风。
但我总体上和她相处有问题。"	"I'm angry at the police.
I wore a mask and ventilated regularly.
But overall, I have issues getting along with her."	
WORD|过度|zh-CN	Word	另一方面，我也担心自己反应过度。	"On the other hand, I'm also worried about overreacting."	过度	过度	Adj		"excessive, over, too much"	Chat	zh-CN	en	guò&#8239;dù	lìng yī fāng&#8239;miàn ， wǒ yě dān&#8239;xīn zì&#8239;jǐ fǎn&#8239;yìng guò&#8239;dù 。	11			2026-03-07 04:00	"律师今天才被感染。
另一方面，我也担心自己反应过度。
我生警察的气。"	"The lawyer was only infected today.
On the other hand, I'm also worried about overreacting.
I'm angry at the police."	
WORD|总体|zh-CN	Word	但我总体上和她相处有问题。	"But overall, I have issues getting along with her."	总体	总体	Noun		"overall, total, general"	Chat	zh-CN	en	zǒng&#8239;tǐ	dàn wǒ zǒng&#8239;tǐ shàng hé tā xiāng&#8239;chǔ yǒu wèn&#8239;tí 。	14			2026-03-07 03:59	"我戴了口罩，定期通风。
但我总体上和她相处有问题。
哦，你给我写了很多句子！"	"I wore a mask and ventilated regularly.
But overall, I have issues getting along with her.
Oh, you wrote me a lot of sentences!"	
WORD|咋|zh-CN	Word	咋了	-	咋	咋	Verb		"how, why, what"	Youtube	zh-CN	en	zǎ	zǎ le	157	yt_aXv7iICx-JQ	【同一屋檐下 第一季】EP03 上篇 | 陈建斌爆笑按头魏大勋邓紫棋 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-06 03:27	"好像没
咋了
好吧"	"n't think so. What's wrong?
-
Okay,"	
WORD|后天|zh-CN	Word	后天就打比赛了	match is the day after	后天	后天	Noun		"the day after tomorrow, after today, later"	Youtube	zh-CN	en	hòu&#8239;tiān	hòu&#8239;tiān jiù dǎ bǐ&#8239;sài le	104	yt_aXv7iICx-JQ	【同一屋檐下 第一季】EP03 上篇 | 陈建斌爆笑按头魏大勋邓紫棋 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-06 03:01	"我刚说的东西
后天就打比赛了
你想干什么"	"what I just said? The
match is the day after
-"	
WORD|记|zh-CN	Word	你是不是根本就没有记	remember	记	记	Verb		"record, remember, mark"	Youtube	zh-CN	en	jì	nǐ shì bú&#8239;shì gēn&#8239;běn jiù méi&#8239;yǒu jì	102	yt_aXv7iICx-JQ	【同一屋檐下 第一季】EP03 上篇 | 陈建斌爆笑按头魏大勋邓紫棋 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-06 03:01	"我感觉你有点心不在焉
你是不是根本就没有记
我刚说的东西"	"I feel like you're a bit distracted. Did you even
remember
what I just said? The"	
WORD|摔|zh-CN	Word	不要摔了	Don't fall!	摔	摔	Verb		"fall, trip, drop"	Youtube	zh-CN	en	shuāi	bú&#8239;yào shuāi le	94	yt_aXv7iICx-JQ	【同一屋檐下 第一季】EP03 上篇 | 陈建斌爆笑按头魏大勋邓紫棋 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-06 02:58	"加油
不要摔了
再见"	"-
Don't fall!
Goodbye!"	
WORD|待会|zh-CN	Word	但我待会	but I'll	待会	待会	Verb		"later, in a moment, soon"	Youtube	zh-CN	en	dài&#8239;huì	dàn wǒ dài&#8239;huì	77	yt_aXv7iICx-JQ	【同一屋檐下 第一季】EP03 上篇 | 陈建斌爆笑按头魏大勋邓紫棋 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-06 02:55	"我不知道能不能去
但我待会
跟我们教练问一下"	"I don't know if I can come,
but I'll
ask our coach later. If"	
WORD|细心|zh-CN	Word	感觉得到她很细心	feel that she's very considerate	细心	细心	Adj		"careful, attentive, meticulous"	Youtube	zh-CN	en	xì&#8239;xīn	gǎn&#8239;jué dé&#8239;dào tā hěn xì&#8239;xīn	915	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:30	"跟我们的相处上她也是
感觉得到她很细心
又比较的小心翼翼"	"in our interactions, you can
feel that she's very considerate
and cautious."	
WORD|相处|zh-CN	Word	跟我们的相处上她也是	"in our interactions, you can"	相处	相处	Verb		"get along with, deal with, interact"	Youtube	zh-CN	en	xiāng&#8239;chǔ	gēn wǒ&#8239;men de xiāng&#8239;chǔ shàng tā yě shì	914	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:30	"然后
跟我们的相处上她也是
感觉得到她很细心"	"And
in our interactions, you can
feel that she's very considerate"	
WORD|热心|zh-CN	Word	热心的	warm-hearted.	热心	热心	Adj		"enthusiastic, warm-hearted, eager"	Youtube	zh-CN	en	rè&#8239;xīn	rè&#8239;xīn de	912	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:29	"感觉她也是比较的
热心的
然后"	"she seems quite
warm-hearted.
And"	
WORD|平常|zh-CN	Word	平常会多喜欢跟人家交流	usually likes to talk to people.	平常	平常	Adj		"ordinary, usually, common"	Youtube	zh-CN	en	píng&#8239;cháng	píng&#8239;cháng huì duō xǐ&#8239;huān gēn rén&#8239;jiā jiāo&#8239;liú	909	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:29	"对 会
平常会多喜欢跟人家交流
然后吴嘉雯"	"-
usually likes to talk to people.
And Wu Jiawen,"	
WORD|混|zh-CN	Word	出来混都是要还的	-	混	混	Verb		"mix, blend, muddle"	Youtube	zh-CN	en	hùn	chū&#8239;lái hùn dōu shì yào hái de	902	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:28	"我反问你
出来混都是要还的
我也去做几张卡给你发"	"I'll ask you, ""What goes around comes around.""
-
I'll make some cards for you too."	
WORD|无所谓|zh-CN	Word	也无所谓了	-	无所谓	无所谓	_		"indifferent, doesn't matter, whatever"	Youtube	zh-CN	en	wú&#8239;suǒ&#8239;wèi	yě wú&#8239;suǒ&#8239;wèi le	884	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:26	"所以说就是大你很多
也无所谓了
起码首先得先没有代沟吧"	"So even if someone is much older than you, it doesn't matter. At least there should
-
n't be a generation gap."	
WORD|谈恋爱|zh-CN	Word	就到要谈恋爱的地步了	"dating,"	谈恋爱	谈恋爱	Verb		"to be in love, to date, to fall in love"	Youtube	zh-CN	en	tán&#8239;liàn&#8239;ài	jiù dào yào tán&#8239;liàn&#8239;ài de dì&#8239;bù le	880	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:25	"因为
就到要谈恋爱的地步了
跟年龄什么没什么关系"	"Because we're at the point where we're about to start
dating,
age doesn't"	
WORD|交|zh-CN	Word	主要是为了来交朋友的	Mainly to make friends	交	交	Verb		"pay, 交, 交流"	Youtube	zh-CN	en	jiāo	zhǔ&#8239;yào shì wèi&#8239;le lái jiāo péng&#8239;yǒu de	859	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:20	"目的是什么
主要是为了来交朋友的
因为我之前"	"What is your purpose for coming to this show?
Mainly to make friends
because I"	
WORD|完完全全|zh-CN	Word	完完全全的就是工作	work	完完全全	完完全全	Adj		"completely, entirely, wholly"	Youtube	zh-CN	en	wán&#8239;wán&#8239;quán&#8239;quán	wán&#8239;wán&#8239;quán&#8239;quán de jiù&#8239;shì gōng&#8239;zuò	852	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:19	"就不会说
完完全全的就是工作
或者是休息"	"not just
work
or rest all the time. Yes, it's the"	
WORD|缓解|zh-CN	Word	帮我缓解压力之类的	help relieve my stress.	缓解	缓解	Verb		"ease, relieve, alleviate"	Youtube	zh-CN	en	huǎn&#8239;jiě	bāng wǒ huǎn&#8239;jiě yā&#8239;lì zhī&#8239;lèi de	841	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:17	"改变一下你现在的
帮我缓解压力之类的
你呢"	"change things up and
help relieve my stress.
You seem quite similar"	
WORD|收工|zh-CN	Word	我经常会半夜收工了之后	often cried in my car after finishing work late at night. I really	收工	收工	Verb		"knock off, finish work, call it a day"	Youtube	zh-CN	en	shōu&#8239;gōng	wǒ jīng&#8239;cháng huì bàn&#8239;yè shōu&#8239;gōng le zhī&#8239;hòu	836	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:17	"就特别难受
我经常会半夜收工了之后
在车里哭"	"especially painful. I
often cried in my car after finishing work late at night. I really
-"	
WORD|难受|zh-CN	Word	就特别难受	especially painful. I	难受	难受	Verb		"uncomfortable, feel bad, suffering"	Youtube	zh-CN	en	nán&#8239;shòu	jiù tè&#8239;bié nán&#8239;shòu	835	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:15	"连说话的人都没有
就特别难受
我经常会半夜收工了之后"	"no one to talk to, which is
especially painful. I
often cried in my car after finishing work late at night. I really"	
WORD|人围|zh-CN	Word	因为白天都是一堆人围着你	"because during the day you're surrounded by a bunch of people,"	人围	人围	Verb		"crowd, people surround, surround"	Youtube	zh-CN	en	rén&#8239;wéi	yīn&#8239;wèi bái&#8239;tiān dōu shì yī duī rén&#8239;wéi zhe nǐ	832	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:15	"但是我是
因为白天都是一堆人围着你
然后你回家呢"	"but I was
because during the day you're surrounded by a bunch of people,
and when you go home, there's"	
WORD|迷茫|zh-CN	Word	就是那样子 比较的迷茫	-	迷茫	迷茫	Adj		"confused, bewildered, lost"	Youtube	zh-CN	en	mí&#8239;máng	jiù&#8239;shì nà yàng&#8239;zi bǐ&#8239;jiào de mí&#8239;máng	823	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-03-05 02:13	"也不知道自己该干嘛
就是那样子 比较的迷茫
然后会"	"n't know what I should do, I was quite lost, and I experienced a lot of setbacks, which made it
-
-"	
